Month,Indian_Party,JVorWOS_name,JV_or_WOS,Overseas_Country,Activity,Equity,Loan,Guarantee _Issued,Total
April,ETERNAL MANAGEMENT SERVICES PVT LTD,RAAY PROJECTS LIMITED,WOS,UNITED KINGDOM,CONSTRUCTION,0,0.0947,0,0.0947
April,ETERNAL WEB PRIVATE LIMITED,ETERNAL WEB LTD,JV,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,EVEN HEALTHCARE PRIVATE LIMITED,EVEN DEVELOPMENT AND INNOVATION-SOLE PROPRIETORSHIP L.L.C.,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.1089,0,0.1089
April,EVOKE TECHNOLOGIES PRIVATE LIMITED,EVOKE TECH SERVICES LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.1893,0,0.1893
April,EXPERION TECHNOLOGIES INDIA PRIVATE LIMITED,EXPERION INDOCOSMO TECHNOLOGIES KK,WOS,JAPAN,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.02,0,0.02
April,EZEST DIGITAL SOLUTIONS PRIVATE LIMITED,E-ZEST SOLUTIONS GMBH,WOS,GERMANY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.525,0.05,0,0.575
April,EZEST DIGITAL SOLUTIONS PRIVATE LIMITED,E-ZEST SOLUTIONS LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0646,0,0,0.0646
April,EZEST DIGITAL SOLUTIONS PRIVATE LIMITED,E-ZEST SOLUTIONS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.325,0,0,0.325
April,FAST GROWTH ESTATES PVT LTD,FASTGROWTH INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.06,0,0,0.06
April,FERRO OILTEK PVT LTD,FIT N FINE CO LTD,WOS,THAILAND,MANUFACTURING,0.1723,0,0,0.1723
April,FEXLE SERVICES PRIVATE LIMITED,FEXLE INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0026,0,0,0.0026
April,FICUS PARTNERS LLP,FICUS ASSET MANAGEMENT PTE. LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.29,0,0,0.29
April,FILINGGHAR SOLUTION PRIVATE LIMITED,BEST SOURCES TRADING LIMITED,JV,HONGKONG,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",3.8099,0,0,3.8099
April,FIREGLOW TECHNOLOGIES PRIVATE LIMITED,DOT REVIEW PTE.LTD.,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.2691,0,0,1.2691
April,FLICKTREE PRODUCTIONS PRIVATE LIMITED,GOOD CLICKS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
April,FORBES MARSHALL PVT. LTD,FORBES MARSHALL (THAILAND) CO. LTD.,JV,THAILAND,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0008,0,0,0.0008
April,FORECH CONVEYORS PRIVATE LIMITED,FORECH EUROPE WEAR PROTECTION GMBH,JV,GERMANY,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.225,0,0,0.225
April,FOURTH PARTNER ENERGY PVT LTD,FOURTH PARTNER ENERGY SINGAPORE PTE LTD,WOS,SINGAPORE,"ELECTRICITY, GAS AND WATER",0,0.25,0,0.25
April,FRESHCARE INDUSTRIES PRIVATE LIMITED,HKS FOODS INTERNATIONAL LIMITED,WOS,MAURITIUS,MANUFACTURING,0,0.5,0,0.5
April,G PLAST PRIVATE LIMITED,BARK MAGNESIUM GMBH,JV,GERMANY,MANUFACTURING,1,0,0,1
April,GAIL (INDIA) LTD,SHWE OFFSHORE PIPILINE,JV,MYANMAR,AGRICULTURE AND MINING,0.2025,0,0,0.2025
April,GAIL (INDIA) LTD,GAIL GLOBAL (USA) INC,WOS,UNITED STATES OF AMERICA,AGRICULTURE AND MINING,0,0,75,75
April,GAMMON INDIA LIMITED,FINEST S.P.A,JV,ITALY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",3.6096,0.3108,0,3.9204
April,GANDHAR COALS AND MINES PVT LTD,GANDHAR OIL & ENERGY DMCC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.7427,0,0,0.7427
April,GAURAV MATHUR,FILIX CONSULTING LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0103,0,0,0.0103
April,GAUTAM AND AYANTIKA PARTNERS LLP,"MERLIN AI CONTECH, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
April,GAYATRI LUTHRA,"UNIPHORE TECHNOLOGIES , INC",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.2218,0,0,0.2218
April,GEBBS  HEALTHCARE SOLUTIONS PRIVATE LIMITED,GEBBS HEALTHCARE SOLUTIONS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,40,40
April,GEMINI SOLUTIONS PRIVATE LIMITED,GEMINISOFT SOLUTIONS INC LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,GENERAL COMPUTER SERVICES INTERNATIONAL,UNIVERSAL MIDDLE EAST FZC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.25,0,0.25
April,GENIUS CONSULTANTS LIMITED,GENIUS HRTECH SERVICES L.L.C-FZ,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.0953,0,0.0953
April,GENSOL ENGINEERING LIMITED,GREEN ENERGY TRADING LLC FZ,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.5446,0,0,0.5446
April,GENZEE IT SERVICES PRIVATE LIMITED,UNSTOP LEVERAGE PTE.LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.6359,0,0,0.6359
April,GENZEE IT SERVICES PRIVATE LIMITED,ATYPICAL ADVANTAGE PTE. LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.8839,0,0,0.8839
April,GERA DEVELOPMENTS PVT LTD,OUT DO INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.465,0,0.465
April,GFCL EV PRODUCTS LIMITED,GFCL EV PRODUCTS AMERICAS LLC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.2,0,0,0.2
April,GIRI TRADING AGENCY PRIVATE LTD,GIRI INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.05,0,0.05
April,GLENMARK PHARMACEUTICALS LTD.,GLENMARK HOLDINGS SA,WOS,SWITZERLAND,MANUFACTURING,0,260,125,385
April,GLOBAL SEAMLESS TUBES & PIPES PRIVATE LIMITED,GLOBAL SEAMLESS TUBE & PIPES INC.,JV,UNITED STATES OF AMERICA,MANUFACTURING,0,0.1,0,0.1
April,GLOBAL SURFACES LIMITED,GLOBAL SURFACES FZE,WOS,UNITED ARAB EMIRATES,CONSTRUCTION,0,0.2404,0,0.2404
April,GLOBAL TECH INTEGRATED SYSTEMS PVT LTD,GLOBAL TECH INTEGRATED SYSTEMS PTE.LTD,WOS,SINGAPORE,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0.0001,0,0,0.0001
April,GOFIBO JEWELRY PRIVATE LIMITED,GOFIBO JEWELRY INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.2,0,0,0.2
April,GOODRICH LOGISTICS PRIVATE LIMITED,INTEGRATED LOGISTICS SERVICES COMPANY,WOS,SAUDI ARABIA,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0.0267,0,0,0.0267
April,GOTHAM PARKS PROJECTS LLP,DEEYA CONCEPT SAS,JV,FRANCE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.09,0,0.09
April,GP CROP CARE PRIVATE LIMITED,GPCC HOLDINGS INC,WOS,UNITED STATES OF AMERICA,AGRICULTURE AND MINING,0.03,0,0,0.03
April,GRASIM INDUSTRIES LTD.,AV TERRACE BAY INC,JV,CANADA,MANUFACTURING,7.43,0,0,7.43
April,GREY LINE VENTURES PRIVATE LIMITED,GREY LINE VENTURES USA INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
April,GS INFRABUILD PRIVATE LIMITED,ROOTS & VINES HOLDING PTY LTD.,JV,AUSTRALIA,MANUFACTURING,0.0412,0,0,0.0412
April,GUJARAT VICTORY FORGINGS PVT LTD,BUNTINGWA RESOURCES LIMITED,JV,ZAMBIA,AGRICULTURE AND MINING,0,0.075,0,0.075
April,GUNJAN GOYAL,ZS ASSOCIATES GROUP INC.,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.076,0,0,0.076
April,GURNANI INFRASTRUCTURE LLP,ASSAGO INTERNATIONAL PTE.LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,HALLMARK ENGINEERS,SHANGHAI KARA PRECISION CO. LIMITED,WOS,CHINA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.03,0,0,0.03
April,HARESH R ADVANI,CORE AFRICA LIBERIA INC,JV,LIBERIA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.03,0,0,0.03
April,HARESH R ADVANI,CORE AFRICA (SL) LIMITED,JV,SIERRA LEONE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.051,0,0,0.051
April,HARSH BHIKHABHAI PATEL,GPCC HOLDINGS INC,WOS,UNITED STATES OF AMERICA,AGRICULTURE AND MINING,0.02,0,0,0.02
April,HARSHA ENGINEERS INTERNATIONAL LIMITED,HARSHA ENGINEERS EUROPE SRL,WOS,ROMANIA,MANUFACTURING,0,0,5.85,5.85
April,HELSA ICON INDIA PRIVATE LIMITED,HELSA ICON BANGLADESH PRIVATE LIMITED,WOS,BANGLADESH,MANUFACTURING,0,0.05,0,0.05
April,HEMANT GAJANAN JOSHI,"UNIPHORE TECHNOLOGIES , INC",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0755,0,0,0.0755
April,HETERO LABS LTD,HETERO FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,36.85,36.85
April,HEURISTIX DIGITAL TECHNOLOGIES PVT LTD,HEURISTIX DIGITAL TECHNOLOGIES LLC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",2.5,0,0,2.5
April,HEXAWARE TECHNOLOGIES LTD,HEXAWARE AL BALAGH TECHNOLOGIES LLC,JV,QATAR,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0356,0,0,0.0356
April,HIDDEN BRAINS INFOTECH PRIVATE LIMITED,HIDDEN BRAINS INFOTECH FZCO,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0272,0,0,0.0272
April,HIMANSHU SHAH,PIBYTHREE CONSULTING SERVICES INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,HIMATSINGKA SEIDE LTD,HIMATSINGKA HOLDINGS NA INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,2.0084,0,0,2.0084
April,HINDUJA TECH LIMITED,HINDUJA TECH UK LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,3.7869,0,3.7869
April,HITECH CORPORATION LTD,HITECH GLOBAL INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0.1,0,0,0.1
April,HUMMING WHALE PRODUCTS INNOVATION PVT LTD,SPECTRUM IMPACT FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0136,0,0,0.0136
April,I G PETROCHEMICALS LIMITED,IGPL INTERNATIONAL LIMITED,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0,0.6312,0,0.6312
April,IDEAL DETONATORS PRIVATE LIMITED,IDEAL DETONATORS TANZANIA LIMITED,WOS,TANZANIA,MANUFACTURING,0,0.1,0,0.1
April,IKSHIT SHARMA,AIMIL GLOBAL FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0082,0,0,0.0082
April,IMAGES MULTIMEDIA PVT LTD,IMAGES MULTIMEDIA FZ LLC,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0.177,0,0,0.177
April,IMAGINE MARKETING LTD,IMAGINE MARKETING SINGAPORE PTE LTD,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",1.74,0,0,1.74
April,INCRED CAPITAL FINANCIAL SERVICES PRIVATE LIMITED,INCRED OVERSEAS HOLDINGS PRIVATE LIMITED,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",3,0,0,3
April,INDIA RESURGENCE ASSET MANAGEMENT BUSINESS PRIVATE LIMITED,ASSET RESURGENCE MAURITIUS MANAGER,JV,MAURITIUS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.249,0,0,0.249
April,INDIAN OIL CORPORATION LTD.,INDOIL GLOBAL B.V.,WOS,NETHERLANDS,AGRICULTURE AND MINING,0,0,222.3428,222.3428
April,INDO COUNT INDUSTRIES LIMITED,INDO COUNT GLOBAL INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,10.25,0,10.25
April,INDOVISION SERVICES PVT LTD,INDOVISION GLOBAL FZ-LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.0381,0,0.0381
April,INDUS BIOTECH LIMITED,NATRUSOLATE AMERICAS INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,0.2,0,0.2
April,INFINX SERVICES PVT LTD,ENHANCED REVENUE SOLUTIONS INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",12.5,42.5,0,55
April,INFOTEL BUSINESS SOLUTIONS LIMITED,MEDIA MATRIX (HK) LIMITED,WOS,HONGKONG,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,1.75,1.45,3.2
April,INFOVISION LABS INDIA PVT LTD,IVL GLOBAL TECHNOLOGY SERVICES LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.4084,0,0.4084
April,INTANGLES LAB PRIVATE LIMITED,INTANGLES USA INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.5,0,0.5
April,INTERGLOBE AVIATION LIMITED,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.5995,0,0,0.5995
April,INTIMETEC VISIONSOFT PRIVATE LIMITED,INTIMETEC ARABIA LIMITED ( LIMITED LIABILITY COMPANY),JV,SAUDI ARABIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.1066,0,0.1066
April,INTRASOFT TECHNOLOGIES LTD,INTRASOFT VENTURES PTE. LTD.,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",3.3769,0,0,3.3769
April,INVENTIA HEALTHCARE LIMITED,INVENTIA HEALTHCARE B.V,WOS,NETHERLANDS,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.14,0,0.14
April,IRYS ELECTRONICS ENGINEERING SERVICES PRIVATE LIMITED,VISIO STONE LIMITED,JV,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.2525,0,0,0.2525
April,ISGEC HEAVY ENGINEERING LIMITED,ISGEC INVESTMENTS PTE LIMITED,WOS,SINGAPORE,MANUFACTURING,0,2.1535,0,2.1535
April,ITC INFOTECH INDIA LIMITED,ITC INFOTECH ARABIA LIMITED,WOS,SAUDI ARABIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",4.2656,0,0,4.2656
April,JAIMEEN MARTAND TRIVEDI,ZS ASSOCIATES GROUP INC.,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0591,0,0,0.0591
April,JAY KISHORE NAGRECHA,JSK INTERNATIONAL TRADING FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0003,0,0,0.0003
April,JAYA HIND INDUSTRIES PRIVATE LIMITED,JAYA HIND INTERNATIONAL B.V.,WOS,NETHERLANDS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",10,0,0,10
April,JAYENDRA BABUBHAI KAMDAR,NADI AIRTECHNICS US LLC,JV,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.06,0,0,0.06
April,JAYESH A RATHI,ELINA COMMODITIES LIMITED,JV,KENYA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0069,0,0,0.0069
April,JAYESH KHUNGAR,FABZONE ESHOP SG PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,JC ORTHOHEAL PRIVATE LIMITED,ORTHOHEAL INC.,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0.01,0,0,0.01
April,JEKSON VISION PRIVATE LIMITED,JEKSON SRL,JV,ITALY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1,0,0,1
April,JEWEL CONSUMER CARE PRIVATE LIMITED,PT JEWEL DYNA ORALCARE,JV,INDONESIA,MANUFACTURING,0,0.2897,0,0.2897
April,JINDAL POLY FILMS LTD,JPF NETHERLANDS INVESTMENT B.V.,WOS,NETHERLANDS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",13.1,0,0,13.1
April,JINDAL STAINLESS LIMITED,IBERJINDAL S.L,JV,SPAIN,MANUFACTURING,0.03,0,0,0.03
April,JINDAL STEELS,HOUZE OF JINDAL PVT LTD,WOS,SRI LANKA,MANUFACTURING,0,0,0,0
April,JITESH PRADEEP AGARWAL,TREELIFE VENTURES SERVICES IFSC PVT LTD,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0116,0,0,0.0116
April,JODAS EXPOIM PRIVATE LIMITED,APOLLO PHARMA GMBH,JV,GERMANY,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.015,0,0,0.015
April,JSW GMR CRICKET PRIVATE LIMITED,JSW PRETORIA CAPITALS (PTY) LTD,WOS,SOUTH AFRICA,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",27.7489,3.9905,0,31.7394
April,JSW STEEL LIMITED,JSW STEEL UK LIMITED,JV,UNITED KINGDOM,MANUFACTURING,0,0.2525,0,0.2525
April,JSW STEEL LIMITED,ACERO JUNCTION HOLDINGS INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,16.67,0,16.67
April,JSW STEEL LIMITED,PERIAMA HOLDINGS LLC,JV,UNITED STATES OF AMERICA,MANUFACTURING,0,22.3125,0,22.3125
April,KALE LOGISTICS SOLUTIONS PRIVATE LIMITED,KALE INFO SOLUTIONS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.5,0,0.5
April,KALPATARU PROJECTS INTERNATIONAL LIMITED,KALPATARU POWER DO BRASIL PARTICIPACOES LTDA,WOS,BRAZIL,CONSTRUCTION,0,2,0,2
April,KALPATARU PROJECTS INTERNATIONAL LIMITED,KALPATARU POWER CHILE SPA,WOS,CHILE,CONSTRUCTION,0,0,10,10
April,KALYANI TECHNOFORGE LTD,K DELAWARE INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,1.5,0,1.5
April,KAMLA HI-TECH LLP,SP HOLDCO LTD,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.03,0,0.03
April,KANWAL KUMAR SHARMA,AIMIL GLOBAL FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0109,0,0,0.0109
April,KAPIL PROPERTY MANAGEMENT PRIVATE LIMITED,KAPIL TECHNOLOGIES PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0342,0,0,0.0342
April,KAPIL SHAMLAL GOYAL,VERTEX DISTRIBUTION FZC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0204,0,0,0.0204
April,KARNIVAL INTERNET TECHNOLOGIES PRIVATE LIMITED,"KARNIVAL INTERNET TECHNOLOGIES, INC.",WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
April,KARTIK MANDAVILLE,SPRINGROLE INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.027,0,0,0.027
April,KAUSHIK KHASNOBIS,GEOTECH INFOSERVICES (UK) LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,KEDRA MANAGEMENT AND CONSULTING LLP,KEDRA MANAGEMENT CONSULTING LLC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0005,0,0,0.0005
April,KESHAV POWER LIMITED,CEENTEK PTE. LTD.,JV,SINGAPORE,MANUFACTURING,1,0,0,1
April,KISHAN SRINIVAS AND PARTNERS LLP,"LENITY HEALTH, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
April,KITCHEN XPRESS OVERSEAS LIMITED,KITCHEN XPRESS OVERSEAS INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.015,0,0.015
April,KOEL COLOURS PVT LTD,KOEL USA INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0.001,0,0,0.001
April,KRISHNA SOFTWARE LABS,SUGAR AI INC.,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
April,KUMAR CONTAINERS PRIVATE LIMITED,PT KUMAR CONTAINERS PVT LTD,WOS,INDONESIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.024,0,0.024
April,KUMUD MODY VENTURES LLP,PARTEX N V,JV,GERMANY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.2,0,0,1.2
April,KUNAL SHRIVASTAVA,KOSH.AI INC.,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0061,0,0,0.0061
April,LAHOTI  RAKESH,RARU CAPITAL IFSC PVT LTD,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0448,0,0,0.0448
April,LANCER CONTAINER LINES LIMITED,LANCIA SHIPPING L.L.C,WOS,UNITED ARAB EMIRATES,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",1.1657,0,0,1.1657
April,LDV ENTERPRISES LLP,PROVENTUS CORPORATION LTD,JV,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.1262,0.6312,0,0.7574
April,LEAF FIBERS PRIVATE LIMITED,RV KARMA LIMITED,WOS,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.1893,0,0,0.1893
April,LENSKART SOLUTIONS PRIVATE LIMITED,LENSKART SOLUTIONS PTE LIMITED,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",26.0223,0,0,26.0223
April,LIFECELL INTERNATIONAL PRIVATE LIMITED,CELLUTION BIOLOGICS LLC,WOS,UNITED STATES OF AMERICA,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.15,0,0.15
April,LITE BITE FOODS PVT LTD,BURMAN HOLDINGS LIMITED,WOS,ISLE OF MAN,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.1893,0,0.1893
April,LITE BITE FOODS PVT LTD,LITE BITE FOODS INTERNATIONAL LIMITED,WOS,ISLE OF MAN,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.1088,0,0.1088
April,LITIFER TECHNOLOGIES PRIVATE LIMITED,"LITIFER TECHNOLOGIES, INC.",WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,LITMUS7 SYSTEMS CONSULTING PRIVATE LIMITED,LITMUS7 SYSTEMS CONSULTING PTY LTD,WOS,AUSTRALIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0687,0,0,0.0687
April,LOHIA CORP LIMITED,OMGM EXTRUSIONTECHNIK S.R.L,JV,ITALY,MANUFACTURING,0.491,0,0,0.491
April,LSL HOLDINGS PRIVATE LIMITED,LSL CAPITAL INVESTMENT LLC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.6808,0,0.6808
April,LUMAX INDUSTRIES LIMITED,LUMAX INDUSTRIES CZECH S.R.O.,WOS,CZECH REPUBLIC,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.5662,0,0,0.5662
April,LYRUS LIFE SCIENCES PRIVATE LIMITED,LYRUS LIFE SCIENCES INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.001,0,0,0.001
April,M-ORBIS PROPERTIES LLP,M ORBIS L.L.C-FZ,WOS,UNITED ARAB EMIRATES,CONSTRUCTION,0.0136,0.531,0,0.5446
April,M/S CHVN VENTURES LLP,SARAL INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
April,M/S JAQUAR AND COMPANY PRIVATE LIMITED,JAQUAR THAI CO. LTD.,JV,THAILAND,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0322,0,0,0.0322
April,M2K ADVISORS LLP,M2K ADVISORS LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0027,0,0,0.0027
April,MAADHAV OVERSEAS PRIVATE LIMITED,"MAADHAV OVERSEAS, LLC",WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,0.01,0,0.01
